Image,mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_l,skew_a,skew_b,label
ADM1,14.028440162915272,2.0843079929407278,-1.40768128069049,32.86936892183385,5.578431602721985,3.806536855220562,1.9516898770677567,2.9589749500581717,-2.986857082938881,abnormal
ADN1,26.491060512922218,5.0711366732256264,-3.3243382993957793,40.87898997489196,8.494197758216592,5.746422785124851,0.9255993783676739,1.4938026459359952,-1.5489758538444927,abnormal
ADO1,17.313338233102026,1.8489731617060299,0.1893010979353559,35.641898744112055,4.498326132521604,1.2283331297099511,1.6071643292097726,2.6361606556057837,2.1704218536561517,abnormal
ADP1,12.431785713229782,2.534885115178048,-0.8933669023906067,29.133351688426735,6.3577124127121785,2.2657824124960455,1.943979450464632,2.4755271732432855,-2.4254382744716976,normal
ADQ1,8.517899992844654,2.4107026996965577,-0.062328675030272535,23.889109991688432,6.588427983529474,0.9411330995894203,2.5452910836285594,2.8265508941178257,-1.0842303835963116,abnormal
ADR1,21.094383751283402,1.1171513602301852,-0.09781491772030187,39.40733647071485,2.587674026294886,1.311568712866381,1.3557173927756558,2.565995406046139,-0.665233281318485,abnormal
ADS1,29.31640290544092,5.546121544169095,-3.7878709993795385,42.284516851921616,8.79292066881488,6.039083813130763,0.7704826586460565,1.3013057839230062,-1.3033510060026818,abnormal
ADT1,8.04079956137254,1.0768538255516642,0.5857176372222326,25.326296259261582,3.6226807755081434,2.1333312830954085,2.882177123496731,3.596791407790674,4.11959413438231,abnormal
ADU1,24.618114666052254,4.362850634377833,0.8943971276168936,38.90049376966961,6.855441233966032,2.4238866556985332,0.9836283536594412,1.2970512696970766,2.133933155717233,normal
ADV1,24.862828491334557,3.521741164111283,0.5689829046017695,39.797087748704506,6.3301813803687095,1.6934459560201747,1.0068370279180998,1.6004840751027845,2.039532676099065,normal
ADW1,6.023291767072795,0.2219919377822857,0.18389166595691062,23.015937368069242,1.267211622327681,0.9377539443931308,3.621075683620807,7.5103228326471765,6.504341220912308,normal
ADX1,23.507686605377383,0.7876570076536273,1.0516006286610278,40.91484385607472,2.3580762044862746,3.3791677057049325,1.1841293992264044,2.5399183099926956,3.1888976225053587,abnormal
ADY1,20.264258008828183,1.1767324499582639,3.343200626632414,37.897013407774224,3.544371653069406,7.5345934317952015,1.3592569016016751,2.632496468017497,2.3718227414083572,abnormal
AEA1,24.078984034391524,6.56699901349285,3.5614786520451154,36.8334206820161,9.811784920694816,5.691543126697318,0.9136794233400451,1.0642303744680999,1.2971485781418652,normal
AEB1,25.587599011466942,4.349367220560907,1.3749163366146508,39.17100415691431,6.741970803441991,2.250455368310062,0.913264754409451,1.3072895056239477,1.5610335405906235,abnormal
AEC1,18.04327007649278,5.836037286000496,-2.6369968554758474,34.036112397405624,11.342781048331345,5.498170306685498,1.388841579502248,1.6730919832215179,-1.8994516879250933,abnormal
AED1,11.1344039953216,1.7319022364392176,-0.3398605855984818,29.340274997047622,4.7844586004536716,1.4486408520354495,2.3067354479091335,2.9861578681849252,-3.2239331136926754,abnormal
AEE1,12.415854583511855,1.8465770321159807,1.2537035958336373,28.99975788493367,4.2598343738077675,3.13116239712021,1.9641596767461624,2.3590097257340554,2.5666388831897957,abnormal
AEF1,15.006125439972092,2.522978122067897,-1.5926073482498866,33.473028870454655,6.327951684178019,4.086349057017064,1.8177534444671766,2.8327374144933333,-2.8597030543081763,abnormal
AEG1,4.197837107511226,0.43051832748271573,0.3812145816030688,18.818081115104718,2.1127437238517093,1.9538564835909655,4.357060021360929,5.761364859331088,5.878305793604254,normal
AEH1,22.567355334757874,2.0375256784088185,-0.13511455381633458,39.79252579888791,4.167979703271191,1.3508396285612843,1.214688773862001,1.9703072912961472,-1.2381319727730005,abnormal
AEI1,10.866690081788569,0.8719282876737776,-0.032138326541029535,29.53944923601953,2.8130925446360764,1.2830894817763259,2.3966495620841703,3.8136703270584276,-0.5026048274217062,normal
AEJ1,7.402224859488625,0.8410953815996655,-0.45438872869179175,24.731862007064755,2.956425588522582,1.5585513117640581,3.105562488044697,4.384359457973106,-4.068466856492133,abnormal
AEL1,13.80929365300555,2.869053172477551,-1.4847028314144803,31.890444237257736,6.624361979874987,3.6155047372394207,1.918286846627264,2.3829662479017895,-2.567388929401395,abnormal
AEM1,28.348239948581302,2.8819519530869337,-0.625590892578956,42.746789989227054,5.17550131086652,2.0155851539449454,0.8628914645078992,1.6033605358867344,-2.160099171692774,abnormal
AEN1,27.132852204150872,3.7181972541384485,1.7255577968709523,40.9887554731292,6.375832171482675,3.8509396595353973,0.866048101386666,1.4774625983563892,2.1338375778327947,abnormal
AEO1,14.810577482480666,2.010939402360039,-1.0514860586176422,33.562759202969836,4.917592684954959,2.573288535806366,1.8526240449599003,2.4910959979860294,-2.48925081115325,abnormal
AEP1,15.400314391537202,1.059170285918272,-0.2564817340600417,34.60552207626631,2.6771913464630983,0.8531091691923794,1.8238288431529073,2.5905475963245115,-2.9759076670649867,normal
AEQ1,17.38052529327871,1.1679105499918885,-0.35317013247821705,36.49340432434224,3.254434605969306,1.6794565406974262,1.650648640004511,3.2864705614622487,-4.0621123314225915,abnormal
AER1,10.659929011739468,2.685515344236891,-1.1063473713951917,28.07104056846346,7.320601609723323,3.3479432361433434,2.3304559824090303,2.992336933976648,-3.3691511397608105,abnormal
AES1,15.841666138057507,1.401737378082391,0.6601280489279261,33.10761169131456,3.0831149772149224,1.5758903525988928,1.6480772208148007,2.233447083049806,2.9114986451621285,abnormal
