Image,mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,label
AAA1,42.714881268828634,39.962581959950384,41.213738259790894,92.11598390388306,88.11830221378543,90.05878013348791,1.7668514998960125,1.7876300882306837,1.7765349578102232,normal
AAB1,50.925730263069454,46.58723501498837,48.38665519574501,98.59570414812222,91.78823156415775,95.08096160204163,1.4777911664446044,1.4978481787181925,1.4901275262529812,abnormal
AAC1,61.30261962077786,45.53124792190347,46.11378880776,104.19127349058397,78.74363269228769,79.78410006998404,1.173572254687775,1.1862640403073346,1.1865472219483173,abnormal
AAD1,52.813478809470794,42.16970324090447,43.90474194576517,100.37096617949231,81.65288812443352,84.81734421383301,1.4244722023228553,1.4667434142641096,1.4543432105188123,abnormal
AAE1,50.00561475339626,45.54909804190294,44.83502646771624,99.1362113057625,91.36192034342986,89.9724722970587,1.5166930723292895,1.5372296572628688,1.5417196008116894,abnormal
AAF1,82.0545871559633,72.44688700697876,59.653489375049006,114.84524238656051,103.16886885194245,85.33065901360229,0.7365209929059277,0.7534059426082749,0.7975324986139518,abnormal
AAG1,29.890212000388992,22.47932023728484,22.611577360692404,77.79042185924169,60.637897391508076,60.88590796682263,2.3662213853059306,2.4119682705501284,2.409294258797945,normal
AAH1,42.426058036945136,38.37273831679074,35.8278320581748,92.02721982268777,84.7967431909233,79.2336239066444,1.777801190476759,1.8013328492265201,1.812687959584675,abnormal
AAI1,55.617491883116884,48.611781584643424,51.636028992936886,100.93932161414813,90.48777137636773,95.80252054868652,1.3497145542255813,1.3701458084864768,1.3622251968149715,abnormal
AAK1,7.569561411750743,6.554142332247041,6.489221974413625,39.91668852125094,36.32857590930929,35.89089895195918,5.600916112349193,5.680442448805634,5.6835755834439246,normal
AAL1,51.32092564528157,45.07215607033749,47.241524139424115,97.71098559055481,88.10892770399438,91.97841676259428,1.4730798037175232,1.495197296812731,1.4858167423810025,abnormal
AAM1,44.331357806561506,36.68228762822387,42.80070801184681,93.15655518449131,79.09283824432897,90.70823067370671,1.7037214648199903,1.7492495238783736,1.713005546687978,abnormal
AAN1,82.0255316137412,78.11720896541388,80.83797645413219,116.30202553145047,112.0673757626595,115.34667270168808,0.7522710369414648,0.7609874714973243,0.7550939173651606,abnormal
AAO1,55.55718549868688,44.69356670612006,52.959410829358106,102.35440733295154,83.81278891133927,98.09662333358914,1.3469455080909292,1.3886223687559485,1.3552302826767597,abnormal
AAQ1,11.323740851179181,10.164167344357098,11.147606397397668,50.52280398620431,46.48078835510486,49.98622522471475,4.416704310522802,4.469175818673445,4.424721807325178,abnormal
AAR1,39.529356474884025,33.47851812066583,30.718732268082764,88.79955633943243,77.27472842751676,71.09964928205864,1.8992648998550214,1.9450890190019217,1.9905199244857048,abnormal
AAS1,12.071897796973106,10.818192816269251,10.58563495808079,51.31927621167346,47.64955837279822,46.590583875205816,4.28511419302547,4.3452867525596295,4.358630566496549,normal
AAT1,13.462393483709274,12.180112781954888,12.279855889724312,54.73527641518013,50.84967664128869,51.297467243454314,3.99880542961352,4.046016169247444,4.033512727071774,normal
AAU1,58.3033056919531,54.53626991682533,56.266970012025254,104.78838007982962,99.27230759871175,102.10872968647269,1.277116481471348,1.2947919869279882,1.288130221033381,abnormal
AAV1,55.86312756727982,51.840312497751945,54.14776381385378,101.95665900516309,96.46420613867973,99.94588365712305,1.3427937426398302,1.3609434639614426,1.3506709924497593,abnormal
AAW1,29.99453466420518,26.80791013486029,29.6615802886337,77.61347778083142,70.37290349525382,76.92917545452615,2.2628399916761794,2.2925360670756985,2.26607073944307,normal
AAX1,53.66203999573947,46.21226766789157,45.44507242903552,100.83063936232456,88.85361014617858,87.36518253731441,1.4131025474630665,1.4389653799960127,1.4419272706760937,normal
AAY1,93.40021883347956,72.53331296144785,90.01198655455558,120.02523723806941,94.6829138325506,116.31624118248264,0.5439077855937376,0.5701926118830711,0.5505030960231218,normal
AAZ1,22.895029600206975,18.975406717496842,19.4709400538739,69.97585497741073,59.72640654458609,61.1500753597911,2.869862403943014,2.921422635940473,2.9057265741646416,abnormal
ABA1,52.783308866380935,46.47943300604174,52.44120923301637,97.23946932973453,87.45004401366613,96.87317753374056,1.357245052009607,1.393698648729038,1.3591239412237095,abnormal
ABB1,71.08000541125541,62.69470470006184,61.0674203772418,111.9648800872117,100.1575003101261,97.53065085560077,0.9781689739224723,0.9989876950180132,0.9980355151852447,abnormal
ABC1,83.416420722135,71.32830280830281,82.86198151055294,117.97335081367777,101.7850583459672,117.36644697949207,0.7288906292603888,0.7442349982133797,0.7301426737547505,abnormal
ABD1,32.68634737666,23.797316178610934,24.27723441552981,80.69381601503551,61.0510553060651,62.24508666346207,2.2080240099727253,2.2721380331576495,2.277981286252572,normal
ABE1,36.89656113014682,32.27679408893398,32.400987729943914,85.72427672617381,77.25384293424649,77.60834576378899,2.020578548560617,2.050319295171393,2.0449350502399346,normal
ABF1,45.95899636450325,45.395032481077536,45.54597512763971,91.32955853654832,90.79210998643123,90.93914930553389,1.531328484798044,1.537855401557465,1.5359683173143306,abnormal
ABH1,18.74181987883911,16.553267645815723,16.596514863341785,64.26836871224585,58.12990699506585,58.25162318296174,3.2631383086100385,3.3021460168646053,3.301612649509914,abnormal
ABI1,71.00774262120841,62.59093696345352,62.833460060502006,110.59699803664576,99.47294493173708,99.89643812371607,0.9767662362638184,0.9972397590107073,0.9973620146339267,abnormal
ABJ1,51.549090756788864,47.592862364641555,49.93092340730136,94.61227131799112,89.0284098118133,92.6817146065415,1.35861609308019,1.372973521913003,1.363127422670325,abnormal
ABK1,47.44866841208845,38.318504286136566,37.893803752656844,95.50354762007291,79.32816932416736,78.43866649012467,1.604993591236316,1.6396230223452606,1.6399340662722286,abnormal
ABL1,56.03314900340301,46.720679387457466,48.71279092732134,98.17957047004342,83.42650514448353,86.86493512436864,1.2470797188012248,1.264207405049484,1.260689423861743,abnormal
ABM1,64.22025210581634,61.52988852866723,62.07942147414546,107.11218952009726,104.40047321489732,105.17040355402217,1.1379951265986634,1.1465635753809034,1.1448805542491542,abnormal
ABN1,72.01577843583766,58.760965247837554,58.32425900756969,106.85140262199494,90.05666426778016,89.34370221343246,0.9037589523360592,0.9180172416845034,0.9175501959963963,abnormal
ABO1,73.67249195671249,68.62965688066686,71.39222451740275,111.73345567510681,105.08393201065851,108.98662323756129,0.890595296579434,0.9008291047947828,0.8967855301667018,abnormal
ABP1,34.29600915835845,29.79381013795502,32.87004043009506,83.4372741654577,74.32432181232656,80.89294275076254,2.123879713723906,2.1633600969885207,2.136626297238934,abnormal
ABQ1,42.99536591437106,37.12804098904746,38.66959010952539,92.55402396657372,81.6403054618249,84.8178496634873,1.7577710088235052,1.788289095406487,1.775676541058208,abnormal
ABR1,46.8695377949625,39.94467067948208,38.23222226792627,96.34297278261734,83.4341043512152,79.92465089414038,1.6198693486518305,1.6503973106492065,1.660679966948934,abnormal
ABS1,52.13698096548859,41.80176582097691,45.47716118310005,100.02603369677252,81.42941307454552,88.43858937746793,1.452407014909877,1.4719917491736627,1.4654130399595442,abnormal
ABT1,22.440846681922196,19.38504958047292,21.85217044587754,69.6163555441126,61.489343120838306,68.14596470330395,2.88320931060783,2.92556801983938,2.8887833734578527,normal
ABU1,38.93418730403109,34.87576744710013,34.02113178498338,88.57478356965724,81.15989365722035,79.16307119160399,1.920144953615578,1.94526547013542,1.9453724181666063,abnormal
ABV1,32.49741668218209,26.412485260348788,29.105163532551355,79.31059009373156,66.48763450215132,72.40435513609145,2.156219301074742,2.1892050220981316,2.1733730823302526,abnormal
ABW1,53.50467200980582,48.51639843072262,47.89653818100208,100.62471063874179,92.81203745519093,91.68427994785947,1.4046313514332007,1.4271396662535614,1.4305897512108308,abnormal
ABX1,42.33042480326436,33.53567199795978,35.02644090644127,92.05212591378067,74.44613504293307,77.70848906304313,1.794341427335409,1.8228062324841556,1.813462517679241,abnormal
ABY1,79.61629328205817,67.00851853508027,68.08992904947159,114.7931036521541,98.31358939684372,99.86149000445911,0.7952163733309157,0.8275693191060352,0.8190922855818864,abnormal
ABZ1,26.742778318727687,22.207439776442556,22.507457192390813,74.21921977605732,63.98145794109936,64.759726933103,2.5862222268093924,2.640015969142143,2.6265496134726094,abnormal
ACA1,12.488228416065512,11.767570388771782,11.683799759672766,52.96164756701566,50.88168530624233,50.553763367207985,4.165800567769529,4.1937662633535275,4.193232914174525,abnormal
ACB1,12.129825977254596,11.360169570137845,11.305754995269105,52.33086586415091,50.074479665926525,49.852927423925756,4.258919570083647,4.2895840216659025,4.283811233090813,normal
ACC1,38.239340496933586,31.60120585701981,31.67338783694102,88.00682456798317,74.03527536916667,74.17650270358386,1.9355771294128994,1.9636768151292747,1.9628586753508388,abnormal
ACD1,35.85717228147396,32.2854833248688,33.16213814118842,86.30352202935886,79.05934904406021,81.11634237510471,2.064018278446382,2.0809448418256786,2.0769792668763247,normal
ACE1,34.94085173154941,27.45363122107308,26.590186055302336,81.64538517663327,65.67287666780346,63.596684921864956,2.0156172017705902,2.0551986793912222,2.0645063908953105,abnormal
ACF1,70.13880340868742,64.33045753512673,69.38980521786179,111.28293872747138,103.47370632812272,110.51545530881553,0.9943461460728024,1.0169133821372984,0.9977821000685605,abnormal
ACG1,60.52007384036244,49.59684308319709,57.32107285703082,104.63617087953668,87.7489958468781,99.84842115748378,1.213769224549458,1.2453313866915574,1.2199539571474083,normal
ACH1,8.131799768518519,7.266832295657727,7.538304198595147,41.180677083068126,38.662346804401594,39.58264051498214,5.339240607346239,5.384058611630739,5.370332453725054,normal
ACI1,39.29299118637354,29.657902554961378,31.02658323430382,88.2012606686348,68.60257837784773,71.6162468604396,1.9023467112985137,1.953349345969521,1.9353618316573196,normal
ACJ1,20.704395345758375,18.872765919889382,18.872265780144453,66.66529899831816,62.46113950405235,62.54356782411632,3.0680162992331907,3.0999433420992193,3.095187870231689,normal
ACK1,13.258195032956685,12.269053083804144,12.037375431575644,54.19493783653771,51.33110680178406,50.43153827690671,4.026015975297472,4.065150590141145,4.0742796942291415,normal
ACL1,58.450044331946174,52.302712114061805,51.91652366038869,104.88557009480057,95.17140109097883,94.44248881025818,1.2824673605520247,1.3012837536679422,1.2989986386385923,abnormal
ACM1,35.3944151370622,31.723954569542805,35.093908079202194,80.26950822897341,73.31299161846158,79.70097419932132,1.9115138897964483,1.9244251575350584,1.9111974105329697,abnormal
ACN1,24.894227616891733,20.07847943173835,22.273831082663335,71.25025429615933,59.6122851529643,65.39544901536973,2.6765235885829024,2.7483513936494868,2.7099107517118193,normal
ACO1,46.622173296847286,37.799967019939565,38.133515763577535,94.95155709543235,78.64808297314715,79.28872405837681,1.619470616856851,1.6421245046901183,1.638348832600734,abnormal
ACP1,60.47611768573307,46.79829881656805,51.49849605522682,97.65366860708666,80.12021040362063,86.81708459677043,1.1611964154995873,1.1724577193752803,1.167910134709393,abnormal
ACQ1,58.30136693305334,45.760318108460204,45.289949250422914,103.1776214583998,82.99524790825282,82.17603923284149,1.2793318034614318,1.3049751714817217,1.3129919659910325,abnormal
ACR1,67.27663778689771,57.70176050356303,58.54711515249055,109.32958556244692,95.55057412462999,96.78767287465978,1.062696416433531,1.0818283054620106,1.078009503108117,normal
ACS1,87.47073142900612,69.80642805522803,83.74861359400555,118.44187975442829,95.95820562592243,114.12100744952346,0.6474640470237571,0.6829923251352072,0.6576351925125963,abnormal
ACT1,63.94783388874647,60.29323459709441,62.86376857843881,104.2961900819372,99.45214639146684,103.19421538787941,1.070568806841877,1.0777936607575402,1.0789222781059502,abnormal
ACU1,66.90064854299929,62.83387526652452,63.86143390191898,109.73713600586247,104.41974617986443,105.91024388599449,1.070702684078698,1.0858817522956488,1.0863586291667995,abnormal
ACV1,15.319488665611713,13.347481458885436,13.450482354959867,56.08713616099938,50.88662273648921,51.25322789656741,3.68321319779302,3.7209840524837663,3.720581265041747,normal
ACW1,67.0020848391871,60.86918125808244,60.68080325313586,108.67566139681801,100.7748954047096,100.51464383183351,1.0743080046438571,1.0890361335136551,1.0886511803801535,abnormal
ACX1,58.78827347314835,46.96709125158228,51.62955307858238,101.7635614040111,84.49238167275655,92.16541962762572,1.2589521427002976,1.2986802174795669,1.278622298461106,abnormal
ACY1,43.760139568173685,38.94877387910908,39.00624989349193,92.94615538615763,84.58717067713967,84.6096807020536,1.734732268559012,1.7577011981362531,1.7598144054573663,normal
ACZ1,47.54131743239515,42.182990135209714,43.355235927152314,95.39910881651713,86.64648814994833,88.95276437903891,1.6005137570202168,1.6170181246723758,1.610659158602747,abnormal
ADA1,59.54895188769252,54.37125528145018,59.25055472263868,98.30445229595443,91.25001679999612,97.86887573676161,1.098666202996813,1.1142226746747967,1.0983890183965028,abnormal
ADB1,62.514145927110015,52.376127828349375,57.414308454783196,106.60735950842312,90.93930037187553,99.51219479798453,1.1677360748024206,1.1955546306310416,1.191947922781743,abnormal
ADC1,87.38806996855345,79.76118794072804,64.38927601486564,116.10001237846221,108.33803819261504,88.11764054084391,0.6361095264675266,0.6526728429899666,0.6956721340878925,abnormal
ADD1,50.120468108316224,46.71061264758727,47.21376491914784,96.13756144049216,92.68536415228475,93.15868271857107,1.5167445714018424,1.5340048370987143,1.5311468339563612,abnormal
ADE1,61.8764963605468,55.934876613659995,50.583415759973626,106.09112860535878,97.74663836448858,88.63274090763271,1.1934759602733855,1.2128759181478803,1.2370170239891682,abnormal
