Image,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura,label
ACR1,7.323529411764706,82.23470963657077,485.7761109462267,89.55823904833548,normal
ACS1,7.020257882925716,95.22899771930336,489.5412060033114,102.24925560222908,abnormal
ACT1,6.4725057415942535,83.41232039990466,499.3915778792491,89.8848261414989,abnormal
ACU1,6.743496801705757,87.3599100578531,515.5293920522773,94.10340685955886,abnormal
ACV1,6.571752683456941,26.71288027239455,539.7048380311318,33.28463295585149,normal
ACW1,7.903664694920171,84.75211965649305,597.378410185086,92.65578435141322,abnormal
ACX1,6.981767180925666,70.76695220076071,611.2891963509113,77.74871938168639,abnormal
ACY1,6.938387212215197,61.24736520511983,481.708671017715,68.18575241733502,normal
ACZ1,7.478334540562914,64.92466686883674,565.8433413944337,72.40300140939965,abnormal
ADA1,7.955286902003544,76.93818055687387,488.3116385911179,84.89346745887742,abnormal
ADB1,6.982335984161912,77.40483461112878,468.4180154258082,84.38717059529068,abnormal
ADC1,6.979020749952354,98.89847065803026,547.5212040227864,105.87749140798262,abnormal
ADD1,6.4935671201232035,69.22978987597192,443.02386400784576,75.72335699609512,abnormal
ADE1,7.558304166983692,79.05986393389148,497.6346936097625,86.61816810087517,abnormal
ADF1,5.154119936921736,76.85689769710693,459.3452542761823,82.01101763402866,abnormal
ADH1,8.177698390824093,86.3278329342126,602.6197645618234,94.50553132503669,abnormal
ADI1,5.930085061137692,36.81170362073149,565.9068744106687,42.74178868186918,normal
ADJ1,7.247136311569301,94.41507480535581,246.80583544057578,101.66221111692512,abnormal
ADK1,6.904765191781137,49.43750688138953,423.71703604208636,56.34227207317067,normal
ADL1,5.89011618862023,47.82172195750868,433.8674582403878,53.71183814612891,normal
ADM1,6.819193118811533,56.456990683186284,498.6271765663141,63.27618380199782,abnormal
ADN1,8.023788921665028,88.9969964315096,479.2081205311542,97.02078535317463,abnormal
ADO1,7.046149878932508,65.58587659409208,240.55723861549103,72.6320264730246,abnormal
ADP1,5.424505988475579,49.55350108062785,504.4790089470062,54.978007069103434,normal
ADQ1,5.37738559648672,36.05829753797231,592.0691998764288,41.435683134459026,abnormal
ADR1,7.330469317426712,77.10630542250757,534.9985160862565,84.4367747399343,abnormal
ADS1,7.358116169544741,95.7548415797984,474.3930720471387,103.11295774934314,abnormal
ADT1,4.37836516849924,36.640782737940064,473.534064246406,41.0191479064393,abnormal
ADU1,7.671857238725228,82.86686400033014,469.97586846990185,90.53872123905536,normal
ADV1,6.633349493643611,84.33310343399283,466.93277050794984,90.96645292763644,normal
ADW1,5.7696335895734965,30.10494053569312,554.2071469086785,35.87457412526662,normal
ADX1,6.103412170485341,83.25110954732334,483.43159686111375,89.35452171780868,abnormal
ADY1,6.686629471351694,73.39439612150592,243.77597286101056,80.08102559285761,abnormal
AEA1,7.576818181818182,79.12187766336244,486.4619512609323,86.69869584518062,normal
AEB1,7.688232751782129,84.70411142953986,462.2488502533952,92.39234418132199,abnormal
AEC1,6.667195142519818,65.83799990069504,557.3659773532112,72.50519504321485,abnormal
AED1,6.081736953859983,46.9188291116893,591.768944608805,53.00056606554928,abnormal
AEE1,6.313835831815564,48.75499404901521,473.35890307685065,55.068829880830776,abnormal
AEF1,5.967760198541957,59.038208588023615,503.19455078804754,65.00596878656557,abnormal
AEG1,6.332967143383462,22.4795113787788,458.5654424451565,28.81247852216226,normal
AEH1,6.443452962807801,80.51758841100857,543.0062423539006,86.96104137381637,abnormal
AEI1,7.2542594654788415,46.41514663869285,461.12893570264845,53.66940610417169,normal
AEJ1,5.399191297208539,34.72617828729916,502.0863531870429,40.1253695845077,abnormal
AEL1,6.958923960852749,55.08760680967193,496.5310088781276,62.04653077052468,abnormal
AEM1,7.122001275600596,94.40581189479771,214.6954560103126,101.5278131703983,abnormal
AEN1,6.9789264319371105,90.08334840720588,483.4743621501115,97.06227483914299,abnormal
AEO1,5.459051592215729,58.80435136568904,582.7325055027202,64.26340295790476,abnormal
AEP1,6.350748883244285,60.89767476253533,402.79548030862617,67.24842364577961,normal
AEQ1,6.006260064412238,66.68552999675228,631.1853521336635,72.69179006116451,abnormal
AER1,7.582806095701077,44.60158843612197,617.4214876033056,52.184394531823045,abnormal
AES1,7.388474825772998,59.84051857950765,572.2014663256606,67.22899340528065,abnormal
AET1,7.948692152917505,88.10003654517858,623.9431301869395,96.04872869809608,abnormal
AEU1,6.962120777656707,73.76270834526117,573.52063405302,80.72482912291788,abnormal
AEV1,7.494781527146874,69.38059789888383,584.7328400907567,76.8753794260307,normal
AEW1,5.505557087840806,71.21614213535622,463.2151137827394,76.72169922319702,normal
AEX1,7.3942060637204525,87.9280726073419,242.51226268495378,95.32227867106235,abnormal
AEY1,6.103711262882323,70.91522050596848,451.5748237137634,77.0189317688508,abnormal
AFA1,7.220838096881583,67.69200816719093,564.9613294982423,74.91284626407251,abnormal
AFB1,6.987459473381207,89.25593627358734,562.9347422533201,96.24339574696855,abnormal
AFC1,6.799937335505702,52.01829912803505,258.3971647633829,58.81823646354076,normal
AFE1,4.564053914835164,60.74819010847585,597.4806284766274,65.31224402331102,normal
AFH1,6.844604326200529,87.14506297199807,466.6112037672913,93.9896672981986,normal
AFI1,6.489059221364779,44.79144859490705,601.8080277182371,51.28050781627183,normal
AFJ1,6.682383040935672,39.953990361254604,551.4672660859792,46.63637340219027,normal
AFK1,6.814528632536905,90.00485131125319,229.8480677067401,96.8193799437901,normal
AFL1,6.195138046116504,47.110500642107,413.3495104299702,53.3056386882235,normal
AGA1,6.290452015643803,47.420520600800465,464.91760668783996,53.710972616444266,normal
AGB1,7.905683962264151,69.28106311174892,549.7044778185342,77.18674707401307,normal
AGM1,5.034779858109024,17.229185489314332,625.5976539589442,22.26396534742336,normal
AGO1,5.6299324281251995,19.032437499635662,509.61928285495276,24.662369927760864,normal
AGV1,7.756783591351493,73.8300673256266,478.8419608186622,81.5868509169781,normal
AGW1,4.093668342656617,16.654753027107933,220.70344097406036,20.74842136976455,normal
AGX1,7.632880429993832,55.201335321249594,543.6470366995038,62.83421575124343,normal
AGY1,6.515008960573477,77.56410825851717,484.05140663538754,84.07911721909065,normal
AHA1,4.315781008190022,37.90802415569215,460.57024707949955,42.22380516388217,normal
AHD1,5.7076849099492915,38.85974315968745,608.4377214193331,44.56742806963674,normal
AHQ1,6.37629581211871,38.8857371536735,461.406655955933,45.262032965792216,normal
AHR1,7.172276881250085,54.00493875248974,459.22945310113045,61.17721563373983,normal
AHS1,5.810967848641963,64.10814604701922,479.6929276371956,69.91911389566118,normal
AHT1,4.266882853124129,20.616704224452434,476.34927153612983,24.883587077576564,normal
AIB1,6.840183255479698,52.00197908490741,481.29668813247474,58.84216234038711,normal
AID1,4.555740235555483,10.139997869657844,630.0036918946133,14.695738105213326,normal
AIF1,7.6885858904301525,83.4739943682937,486.7809494849671,91.16258025872385,normal
AIH1,4.628476801781998,22.551425163274413,461.8346727898967,27.17990196505641,normal
AIL1,3.849412980985567,24.997127139228315,461.52608483666506,28.84654012021388,normal
AIO1,7.518620207231233,77.71598813344073,569.1421895861147,85.23460834067197,normal
AJA1,6.555339932732383,44.53877906047546,605.7486867339281,51.09411899320784,abnormal
AJC1,6.079840067340068,86.74555768043267,565.5671892993178,92.82539774777274,normal
AJE1,6.463186946992451,44.80596560478313,512.798079933215,51.26915255177558,normal
AJG1,3.994501221644339,23.809851172677867,559.6203699301032,27.804352394322205,normal
AJL1,6.283704512907135,66.7153774095203,468.760056076782,72.99908192242744,normal
AJN1,5.331336705416038,39.96029388685619,638.0026957693814,45.29163059227223,normal
AJP1,6.286808006235251,55.35379814813368,597.9185429180394,61.640606154368925,abnormal
AJW1,6.789344994592561,44.9868632640292,288.63677661465533,51.776208258621764,normal
AJZ1,6.21760904221531,41.36247945724711,483.4999135396853,47.58008849946242,normal
AKB1,3.6863731918862856,7.877273734969665,462.01916932907346,11.56364692685595,normal
AKJ1,3.7731801306452373,62.7983670826492,647.409927323334,66.57154721329444,normal
AKZ1,6.943645186668017,86.00123225755496,247.4194818124986,92.94487744422298,normal
ALC1,5.8887945734396006,66.13729155783757,477.1918455515053,72.02608613127717,normal
ALF1,5.4479161477791616,75.12007938740867,532.1543909983412,80.56799553518783,normal
ALI1,7.284634440703805,79.03730526220049,593.3690629223113,86.3219397029043,normal
ALU1,6.5016795335266675,34.424321183062006,552.5199289159686,40.926000716588675,normal
AMC1,5.57621699669967,46.976713530966606,453.8471152576684,52.55293052766628,normal
AMF1,6.5300443537031825,103.62771542422102,499.3654211526283,110.15775977792421,normal
AMK1,5.852555878663473,40.482404937674964,235.02958924027627,46.33496081633844,normal
AMT1,7.727015087431844,52.74564539575091,477.68716010692236,60.47266048318276,normal
AMY1,7.358876344086021,81.23014293683121,471.78027273165327,88.58901928091724,normal
ANC1,4.988970677432347,73.66220679956038,613.2260547527412,78.65117747699273,normal
ANP1,6.2198861549761295,17.336926873387895,562.3729280040034,23.556813028364026,normal
ANS1,6.957136298045389,61.325879651833105,556.6418322667563,68.28301594987849,normal
ANV1,5.972632864098378,25.02456442127789,485.495881997115,30.997197285376267,normal
AOP1,5.640507454244273,62.87079666223213,559.8624200939073,68.51130411647641,normal
AOS1,4.788398692810458,20.756093705432676,457.4383913958382,25.544492398243133,normal
AOV1,4.165312963029887,18.59703260830646,468.7401007919366,22.762345571336347,normal
APB1,5.901113785359664,54.26688422959642,467.39468844258084,60.16799801495608,normal
APF1,5.227672104514993,36.95204460091057,244.9065095097776,42.17971670542556,normal
API1,8.225617628257355,92.51694629922797,506.8618386047886,100.74256392748532,normal
APT1,3.3683608220664922,32.08821288554834,528.3598464070215,35.45657370761483,normal
APV1,6.9341351219386835,54.98446912536494,471.0289300474514,61.91860424730362,normal
