Image,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
ACB1,11.584093574330717,-0.13686424648893306,2.739931146917497,50.70479232898535,0.716267247036303,11.489407454346216,4.27686936581798,-5.130502260310145,4.281810780420685,normal
ACC1,33.59423686006504,-0.9443344488216763,10.409912172943056,78.15489242812286,2.448569317969712,23.704898809812356,1.94758122266823,-2.669184256558781,1.975047322475051,abnormal
ACD1,33.45335697195417,-0.1428167767056025,8.741350854917895,81.42547716972352,1.1123348496377583,20.6486480421852,2.0726459017286527,0.29990709144999383,2.0855451021774494,normal
ACE1,29.59387740480763,-1.4770835073160653,10.00902234158048,70.0829614755406,3.7792982902051535,23.186001617897073,2.0291087199907,-2.514001777674103,2.0942302394612695,abnormal
ACF1,66.64391858715315,1.3520487462590691,16.944158987538675,106.5193662037814,3.342444651524879,26.739065974493016,1.0026060385390065,2.159696957542854,1.0703064797606898,abnormal
ACG1,53.74345127380657,1.7620492600881998,17.409578509679484,94.07332346640878,3.2647734468480407,29.659051175097925,1.225306544336296,1.6463703579011633,1.2611651810371494,normal
ACH1,7.556405366977968,-0.008788468829820996,2.0124686452346743,39.50466516766992,0.37846559479943914,9.462846445941066,5.369608316583959,-1.100231253036571,5.242605117165789,normal
ACI1,32.694823653198654,-0.819613252624281,11.994028087244999,74.68041406136264,2.0455816839716516,26.552264233395416,1.9221658099129675,-2.7165028007493355,1.9521087162291788,normal
ACJ1,19.420366102293286,-0.26946758653153025,4.900955266912813,63.69131111599862,0.9173727098583491,15.281493389113722,3.085938032015897,-4.411592702706556,3.101092990341257,normal
ACK1,12.538395274246703,-0.2464153228970492,3.0389651502667916,52.052663565135944,1.2166817580423133,12.087626479633476,4.049086440495624,-6.295441919683833,4.073374289682099,normal
ACL1,54.096738963490495,-1.0720360018304789,14.202532891443935,97.93752926646648,2.1554881998204785,25.207995561670902,1.2918089576547163,-2.080631121754286,1.3141932758664765,abnormal
ACM1,33.20559697933227,0.9297420267861453,8.939119513898927,76.08350906805009,2.2576334981785675,19.791643189225592,1.916162240273258,2.501074101906539,1.942152264771041,abnormal
ACN1,21.76865822730466,0.24925833658574717,7.196916185309498,63.64281017297269,1.3960263208925505,20.15262540113534,2.7073547113525915,3.944109499344112,2.7616946363913586,normal
ACO1,40.47583125350968,-1.1514370704792793,13.019005138649957,83.51893132390087,2.4746893153354357,26.12860760756168,1.6289784072510511,-2.1397003025134604,1.650486473707094,abnormal
ACP1,51.4237891436555,0.038646622287969855,18.241538091715977,86.01980929043398,1.2884733940458262,27.929455961905514,1.1654832221597795,0.09227076090434298,1.1800872843651604,abnormal
ACQ1,49.456469657197296,-2.0486149993194487,16.817771763013084,88.83827072292623,4.008131299101666,29.257640601237256,1.2915036368216533,-2.0016988594851255,1.299840237829267,abnormal
ACR1,60.661019241257854,-1.0389323337177991,17.513437094856187,99.7378183338721,2.529218572919785,28.030751046234776,1.071277253218122,-1.7922467028922155,1.0910311467686888,normal
ACS1,76.6774639154083,3.4821402989616237,26.219050739796895,104.60605812346913,5.327311489593087,35.472870151288305,0.6595399326535981,1.0797488018775505,0.6992445969707342,abnormal
ACT1,61.679000659171635,0.5835267199933054,14.563278881919338,101.23591900887249,3.3525445935715923,23.562170176781617,1.0706517371357775,1.541980863446865,1.1326695692161968,abnormal
ACU1,64.16698216062547,-0.14980010660980606,15.170596481876329,106.12744160885919,2.4030440603941896,24.547605193371314,1.0786254545389478,-1.306136936640048,1.098714727884839,abnormal
ACV1,13.94885371584908,-0.24497666870031035,3.89258081352119,52.448442103244254,1.0445714375499129,13.572663071109725,3.7063645607092406,-4.815281586692092,3.6715928742901753,normal
ACW1,62.68144433626882,-0.9836696365790917,15.9267341535012,103.06009420064625,1.9213775272324876,25.224912480146802,1.0822521218748222,-2.255438056383086,1.0931452330023124,abnormal
ACX1,51.03314538410854,0.2951195700018332,17.129691499279602,90.39369367645746,1.593630048405753,28.917660013687502,1.275157759960038,2.0808285571353484,1.310869329207233,abnormal
ACY1,40.393924485779046,-0.6822112140215729,10.754492276034831,87.02510754119416,2.5229381745578037,22.332324743296876,1.7463751536141459,-2.9881608928451775,1.7682619380118316,normal
ACZ1,43.918766017349604,-0.27657494739928123,11.84919389400524,89.4783319201483,0.9378225235579265,23.202978850838903,1.6083990001189623,-1.8627700182398566,1.6284280217471445,abnormal
ADA1,56.47562670301212,1.3662531552405632,14.546464413247923,94.04597027048631,2.788525400283522,23.652078933291893,1.1037788374783417,2.0552145860272777,1.1570280166471074,abnormal
ADB1,55.98174783129227,0.7063580926073334,17.21392475905105,96.49631122761548,2.997619979516148,29.118994276420267,1.1795544537925087,1.425422216765901,1.2139417319105363,abnormal
ADC1,80.28922770749949,-7.8233052577663384,19.105578842672006,108.22306360316713,11.245319893465128,24.727582785707256,0.6449655121984004,-1.015132587896494,0.6630772881069068,abnormal
ADD1,47.78751878930313,-0.2818743623267439,11.489498865021815,93.73430142862254,1.6482265722574934,20.907212929079826,1.5273680889602608,-2.17846579173577,1.5084931299927002,abnormal
ADE1,57.101354380658904,-3.206655034999618,14.305925381698753,99.11323786469337,6.32215096740079,24.02149349302855,1.203964211626556,-1.8448065233745852,1.2189095561956078,abnormal
