Image,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,label
AAA1,218.72165514797095,255.0,75.16825335810451,18.29575185790372,-1.4478856391353512,normal
AAB1,210.70011157263647,255.0,80.820841918005,13.259924747416395,-1.6443736804538736,abnormal
AAC1,206.6984975639167,255.0,81.61800162674771,11.697959330693706,-1.775398863242469,abnormal
AAD1,216.34575905623885,255.0,74.92379973836134,16.460720311824602,-1.5477421491733288,abnormal
AAE1,218.99996573758415,255.0,73.24524534349003,18.231870000436313,-1.474499843379206,abnormal
AAF1,191.8744295459892,254.0,88.31520437814257,7.319237967040481,-2.110358150381628,abnormal
AAG1,217.4641592920354,255.0,75.28726834312934,17.294330831247294,-1.4957047134539887,normal
AAH1,214.9986085263303,255.0,77.26288631749297,15.71608626204318,-1.5531930030141674,abnormal
AAI1,196.7775511221235,255.0,88.71639121001076,8.395628395162078,-1.9688283557449309,abnormal
AAK1,232.59434666719415,255.0,61.59322042121978,34.83103673882276,-1.0913045224578048,normal
AAL1,196.9051021144548,255.0,88.07055569810667,8.453812638617311,-1.9789212441676733,abnormal
AAM1,213.29488947642716,255.0,77.93761318548329,14.749390718293153,-1.6053267024351547,abnormal
AAN1,196.11131417248097,255.0,87.54934057715724,8.25367733465514,-2.0179027770844407,abnormal
AAO1,215.82045120332842,255.0,75.39467162634386,16.352661383760204,-1.5589781592595362,abnormal
AAQ1,238.87842414385108,255.0,52.86013814381051,52.1964817469077,-0.9149565110266342,abnormal
AAR1,209.8395150496602,255.0,80.81659719019908,12.947615591925556,-1.6764063269351523,abnormal
AAS1,230.73984280800235,255.0,63.80889271182949,31.4049832129653,-1.1406007608481854,normal
AAT1,236.0834022556391,255.0,57.365453122794676,43.070362426432425,-0.9892677586213062,normal
AAU1,217.7282230183385,255.0,74.83424579532993,17.424249443660592,-1.4941732859952521,abnormal
AAV1,201.34408563474307,255.0,86.10514724763216,9.655002520852754,-1.8694322957585712,abnormal
AAW1,228.16173500074748,255.0,65.56157024498778,27.4366037531218,-1.228079112457087,normal
AAX1,210.83104995473184,255.0,79.96478449903833,13.476860371845802,-1.6570650563986455,normal
AAY1,201.50956164302542,255.0,83.17161709905102,9.908607653445118,-1.9293999644111128,normal
AAZ1,226.05865634844542,255.0,68.21161575860474,24.958060843889474,-1.2728628399879396,abnormal
ABA1,210.3474442485449,255.0,80.07264043504517,13.200402589213663,-1.672951791355396,abnormal
ABB1,208.5079622758194,255.0,80.17437362100134,12.411069035274107,-1.739659530511213,abnormal
ABC1,215.56645735217162,255.0,73.64379476131117,16.29496128360834,-1.6063896262667123,abnormal
ABD1,214.13186884270308,255.0,77.714122644769,15.184259133243636,-1.577633373438635,normal
ABE1,205.35829616584675,255.0,84.4994532040028,11.099064647929529,-1.7624387597268505,normal
ABF1,211.3918737707849,255.0,80.33332062800761,13.608192373206602,-1.628519494338372,abnormal
ABH1,233.43824404761904,255.0,60.21125240749007,36.685312033438244,-1.0743053045861617,abnormal
ABI1,192.90750960673697,255.0,88.73846936222441,7.469751024131995,-2.0991738140018747,abnormal
ABJ1,204.6764343045127,255.0,83.99495138421243,10.915158933455643,-1.7973782304591959,abnormal
ABK1,209.61432512703573,255.0,80.68217736159286,12.924365055174711,-1.6875725107005806,abnormal
ABL1,206.4078907389402,255.0,82.88289677788099,11.608566929960771,-1.7588227903501894,abnormal
ABM1,189.8152803067312,255.0,91.41936993928442,6.772615003363663,-2.1390888955992846,abnormal
ABN1,183.10412597546377,243.0,92.42728404711447,5.744061148527718,-1.9440971778637741,abnormal
ABO1,202.8929145949108,255.0,84.12905054941328,10.206531538472397,-1.858112687524652,abnormal
ABP1,213.972811123348,255.0,78.11323570009266,15.04475748194016,-1.5756813237453684,abnormal
ABQ1,217.02204198473282,255.0,75.8123746247614,16.94565458469306,-1.5028400654870016,abnormal
ABR1,217.4018254196774,255.0,75.11104395519703,16.984863262071258,-1.501703581809468,abnormal
ABS1,213.9997507076268,255.0,76.91877252492021,15.099650791922691,-1.5990992034781852,abnormal
ABT1,231.3124887317107,255.0,62.333785695304954,32.55501905978301,-1.1400323758969197,normal
ABU1,215.06455473986594,255.0,77.63775930911872,15.671120564077444,-1.5431452021095444,abnormal
ABV1,214.59371315087196,255.0,77.6019207047951,15.466729833758247,-1.5620600552982689,abnormal
ABW1,209.59699437632446,255.0,80.92364041916277,12.737202703765757,-1.6831795525448487,abnormal
ABX1,213.78436042698922,255.0,77.49242067217747,14.97300815247388,-1.5956001586543025,abnormal
ABY1,196.22579334913326,255.0,86.91275701524103,8.397899114980024,-2.028731178343362,abnormal
ABZ1,214.52389151447503,255.0,77.65839603658918,15.42335623457431,-1.5636213423641057,abnormal
ACA1,237.32305806289776,255.0,55.462086238399806,46.69608853514643,-0.9561635597939377,abnormal
ACB1,237.03995287657,255.0,55.79165669208585,45.80005465482917,-0.9657383301530997,normal
ACC1,221.46256524665472,255.0,71.90633761822657,20.27202164666179,-1.3992133043156543,abnormal
ACD1,221.5324671293945,255.0,72.44272970396042,20.33053434196506,-1.385958246218979,normal
ACE1,215.8176675618536,255.0,76.48497546733482,16.094300162281417,-1.5368638951141607,abnormal
ACF1,206.3947889014761,255.0,82.2702069598349,11.531145544177106,-1.7723990091183353,abnormal
ACG1,204.9759204406291,255.0,83.07717779657942,10.999574491969788,-1.8064195565908079,normal
ACH1,234.44989723020433,255.0,59.90358761307572,39.154610636114036,-1.0291588662033662,normal
ACI1,212.59561918201624,255.0,78.78436897495276,14.346898372021922,-1.6147002775943422,normal
ACJ1,223.81425692472897,255.0,70.84940540545762,22.505069216344562,-1.320508318882889,normal
ACK1,234.0878403562461,255.0,59.85939996443025,37.904012640208066,-1.0480639459891194,normal
ACL1,211.10287871637564,255.0,79.0101950462964,13.545115931812841,-1.6667641913009819,abnormal
ACM1,215.05839596280774,255.0,77.6074435737847,15.742959435352219,-1.5439860739344446,abnormal
ACN1,218.26378502849113,255.0,74.94187783942388,17.876943879355252,-1.4705882490784121,normal
ACO1,213.42793411118737,255.0,78.31248827029223,14.809574866598876,-1.5925454601312785,abnormal
ACP1,179.61747205785667,243.0,94.44419258624443,5.3334998299105685,-2.0133327271848,abnormal
ACQ1,203.98555289817028,255.0,83.42328146814744,10.592269796283492,-1.834539934321859,abnormal
ACR1,203.1563754548787,255.0,83.8659074574218,10.374625607439405,-1.854518461084153,normal
ACS1,203.98636795861702,255.0,81.44485252877395,10.784297496565394,-1.879073893222172,abnormal
ACT1,200.198648698136,255.0,85.85920646095933,9.39076095419702,-1.91480984605125,abnormal
ACU1,210.47448916133618,255.0,79.63047663228812,13.370869934445487,-1.6774548912071887,abnormal
ACV1,219.95799412785266,255.0,74.07851386779254,19.083652455172864,-1.4191161799500969,normal
ACW1,193.1608817296298,255.0,89.62316919180711,7.567617110783926,-2.0699709292144695,abnormal
ACX1,195.3791983464974,255.0,88.90657846722426,8.149841512847761,-2.0118016916649886,abnormal
ACY1,210.2625636918253,255.0,80.73529028364912,13.116980152382457,-1.6623747614332338,normal
ACZ1,200.12900110375276,255.0,86.92075781422666,9.35909961246603,-1.89382836537809,abnormal
ADA1,204.30860297124164,255.0,83.42533024479012,10.839140326752576,-1.8228779033904041,abnormal
ADB1,208.98371379077403,255.0,80.62137698621892,12.509124538702903,-1.7123108508959777,abnormal
ADC1,187.26597341337907,251.0,91.25189020468989,6.341325772409364,-2.0953218539470426,abnormal
ADD1,194.38334188911705,255.0,90.32755532539488,7.911832406766436,-2.0132281193435904,abnormal
ADE1,201.14190697202568,255.0,85.63747755553041,9.654207846531584,-1.8867239402182578,abnormal
ADF1,214.31032410317488,255.0,77.0860836154414,15.228040490086556,-1.5835416973501981,abnormal
ADH1,204.06189708906652,255.0,84.01825019681219,10.640708868316507,-1.8188227959381913,abnormal
ADI1,222.33270069112174,255.0,72.35325695439576,21.07594569493734,-1.3544918646634712,normal
ADJ1,195.31263106881664,255.0,88.05947674226564,7.992026775359852,-2.033422334743515,abnormal
ADK1,219.8782414118405,255.0,72.55864381263056,18.966891821092563,-1.4521395415901803,normal
ADL1,206.60322691580214,255.0,84.70026962845293,11.639318935473945,-1.7141659629831987,normal
ADM1,219.89953689714056,255.0,73.44047590796274,19.10936341877663,-1.433833155446111,abnormal
ADN1,193.75040970173714,255.0,87.67113798503422,7.803275273961072,-2.095886686518831,abnormal
ADO1,211.70856825671552,255.0,79.74053382581727,13.765842663941346,-1.6287111334562518,abnormal
ADP1,229.94332820466408,255.0,62.93528222992168,30.08867161799043,-1.1944018160018552,normal
ADQ1,218.1740833313867,255.0,75.90712808748047,17.947987986588217,-1.4554331429654133,abnormal
ADR1,210.9602179948798,255.0,80.34022584276214,13.421493315080266,-1.6444980659369561,abnormal
ADS1,204.8166869155689,255.0,81.59761842416054,11.057000409787719,-1.8450285947159015,abnormal
ADT1,232.4726576714782,255.0,61.27972107162247,34.6084096276925,-1.1028448857751314,abnormal
ADU1,188.57471547721764,253.0,90.61024065718827,6.677335490300006,-2.1330464654605703,normal
ADV1,198.88959141348846,255.0,86.57823519238697,8.96328871053885,-1.9442672328153021,normal
ADW1,235.42760369922348,255.0,57.933692225998456,41.07059775351096,-1.0135240245568105,normal
ADX1,212.77391804221074,255.0,78.50687610956591,14.365381113479902,-1.6135942754437569,abnormal
ADY1,218.1131251978474,255.0,73.46240968365682,17.458484696641857,-1.50635712717543,abnormal
AEA1,194.70667711598747,255.0,87.61202056913247,7.963595415265287,-2.0645565240595003,normal
AEB1,187.64810134199917,251.0,90.90379430724646,6.44782741060831,-2.0907344673824255,abnormal
AEC1,214.60237251925562,255.0,76.65587488237351,15.329590262814733,-1.5809992727654667,abnormal
AED1,220.41450845461168,255.0,73.45001160314008,19.505423110362184,-1.4126134546686613,abnormal
AEE1,209.70080480704868,255.0,80.69064934165621,12.956884042947314,-1.684180096301411,abnormal
AEF1,216.85801923375215,255.0,75.86608211020204,16.929379049999326,-1.5082621787761492,abnormal
AEG1,237.43062598385637,255.0,54.966979267983696,46.92459160025772,-0.9589051963627093,normal
AEH1,213.80282548992227,255.0,77.65829351713997,14.866646675965487,-1.5914787453184933,abnormal
AEI1,222.86600381800827,255.0,71.0804018984589,21.410929941977397,-1.3562386532885558,normal
AEJ1,228.23850985221674,255.0,66.19136068108845,27.748191582011223,-1.212914640479477,abnormal
AEL1,213.62024308850994,255.0,77.88336448929647,14.879609086329033,-1.5939125325220211,abnormal
